2025-10-28 03:25:30: Price=$4215.85, Position=No position, Balance=1001.97 USDC
2025-10-28 09:08:55: Price=$4122.35, Position=No position, Balance=1001.97 USDC
2025-10-28 09:09:28: Price=$114167.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:09:55: Price=$4122.35, Position=No position, Balance=1001.97 USDC
2025-10-28 09:10:29: Price=$114218.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:10:56: Price=$4127.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:11:29: Price=$114218.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:11:56: Price=$4127.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:12:29: Price=$114218.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:12:56: Price=$4127.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:13:32: Price=$114200.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:13:58: Price=$4128.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:14:32: Price=$114200.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:14:58: Price=$4128.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:15:32: Price=$114200.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:15:58: Price=$4128.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:16:34: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:16:59: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:17:34: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:17:59: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:18:34: Price=$114204.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:18:59: Price=$4131.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:19:35: Price=$114278.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:20:01: Price=$4130.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:20:35: Price=$114278.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:21:01: Price=$4130.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:21:35: Price=$114278.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:22:01: Price=$4130.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:22:37: Price=$114237.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:23:03: Price=$4127.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:23:37: Price=$114237.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:24:03: Price=$4127.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:24:37: Price=$114237.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:25:03: Price=$4127.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:25:41: Price=$114259.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:26:07: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:26:41: Price=$114259.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:27:07: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:27:41: Price=$114259.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:28:07: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:28:43: Price=$114215.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:29:09: Price=$4129.95, Position=No position, Balance=1001.97 USDC
2025-10-28 09:29:43: Price=$114215.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:30:09: Price=$4129.95, Position=No position, Balance=1001.97 USDC
2025-10-28 09:30:43: Price=$114215.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:31:09: Price=$4129.95, Position=No position, Balance=1001.97 USDC
2025-10-28 09:31:45: Price=$114130.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:32:10: Price=$4124.25, Position=No position, Balance=1001.97 USDC
2025-10-28 09:32:45: Price=$114130.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:33:10: Price=$4124.25, Position=No position, Balance=1001.97 USDC
2025-10-28 09:33:45: Price=$114130.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:34:10: Price=$4124.25, Position=No position, Balance=1001.97 USDC
2025-10-28 09:34:47: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:35:12: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:35:47: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:36:12: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:36:47: Price=$114146.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:37:12: Price=$4124.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:37:50: Price=$114304.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:38:14: Price=$4130.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:38:50: Price=$114304.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:39:14: Price=$4130.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:39:50: Price=$114304.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:40:14: Price=$4130.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:40:52: Price=$114308.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:41:15: Price=$4133.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:41:52: Price=$114308.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:42:15: Price=$4133.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:42:52: Price=$114308.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:43:15: Price=$4133.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:43:54: Price=$114499.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:44:17: Price=$4140.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:44:54: Price=$114499.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:45:17: Price=$4140.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:45:54: Price=$114499.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:46:17: Price=$4140.45, Position=No position, Balance=1001.97 USDC
2025-10-28 09:46:57: Price=$114420.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:47:18: Price=$4136.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:47:57: Price=$114420.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:48:18: Price=$4136.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:48:57: Price=$114420.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:49:18: Price=$4136.05, Position=No position, Balance=1001.97 USDC
2025-10-28 09:49:59: Price=$114511.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:50:20: Price=$4139.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:50:59: Price=$114511.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:51:20: Price=$4139.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:51:59: Price=$114511.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:52:20: Price=$4139.75, Position=No position, Balance=1001.97 USDC
2025-10-28 09:53:01: Price=$114436.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:53:21: Price=$4135.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:54:01: Price=$114436.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:54:21: Price=$4135.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:55:01: Price=$114436.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:55:22: Price=$4135.15, Position=No position, Balance=1001.97 USDC
2025-10-28 09:56:02: Price=$114470.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:56:23: Price=$4135.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:57:02: Price=$114470.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:57:23: Price=$4135.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:58:02: Price=$114470.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:58:23: Price=$4135.55, Position=No position, Balance=1001.97 USDC
2025-10-28 09:59:04: Price=$114449.50, Position=No position, Balance=1001.97 USDC
2025-10-28 09:59:25: Price=$4138.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:00:04: Price=$114449.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:00:25: Price=$4138.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:01:04: Price=$114449.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:01:25: Price=$4138.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:02:05: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:02:26: Price=$4134.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:03:05: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:03:26: Price=$4134.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:04:05: Price=$114413.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:04:26: Price=$4134.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:05:07: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:05:28: Price=$4140.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:06:07: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:06:28: Price=$4140.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:07:07: Price=$114451.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:07:28: Price=$4140.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:08:09: Price=$114421.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:08:29: Price=$4141.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:09:09: Price=$114421.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:09:29: Price=$4141.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:10:09: Price=$114421.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:10:29: Price=$4141.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:11:11: Price=$114269.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:11:31: Price=$4130.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:12:11: Price=$114269.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:12:31: Price=$4130.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:13:11: Price=$114269.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:13:31: Price=$4130.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:14:12: Price=$114133.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:14:32: Price=$4125.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:15:12: Price=$114133.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:15:32: Price=$4125.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:16:12: Price=$114133.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:16:32: Price=$4125.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:17:14: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:17:34: Price=$4126.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:18:14: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:18:34: Price=$4126.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:19:14: Price=$114128.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:19:34: Price=$4126.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:20:15: Price=$114171.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:20:36: Price=$4127.85, Position=No position, Balance=1001.97 USDC
2025-10-28 10:21:15: Price=$114171.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:21:36: Price=$4127.85, Position=No position, Balance=1001.97 USDC
2025-10-28 10:22:15: Price=$114171.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:22:36: Price=$4127.85, Position=No position, Balance=1001.97 USDC
2025-10-28 10:23:17: Price=$113969.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:23:37: Price=$4114.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:24:17: Price=$113969.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:24:37: Price=$4114.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:25:17: Price=$113969.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:25:37: Price=$4114.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:26:19: Price=$113930.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:26:39: Price=$4111.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:27:18: Price=$113930.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:27:39: Price=$4111.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:28:19: Price=$113930.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:28:39: Price=$4111.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:29:20: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:29:40: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:30:20: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:30:40: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:31:20: Price=$114091.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:31:40: Price=$4118.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:32:22: Price=$114043.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:32:42: Price=$4115.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:33:22: Price=$114043.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:33:42: Price=$4115.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:34:22: Price=$114043.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:34:42: Price=$4115.05, Position=No position, Balance=1001.97 USDC
2025-10-28 10:35:23: Price=$113987.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:35:44: Price=$4114.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:36:23: Price=$113987.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:36:44: Price=$4114.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:37:23: Price=$113987.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:37:44: Price=$4114.25, Position=No position, Balance=1001.97 USDC
2025-10-28 10:38:25: Price=$114090.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:38:45: Price=$4120.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:39:25: Price=$114090.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:39:45: Price=$4120.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:40:25: Price=$114090.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:40:45: Price=$4120.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:41:26: Price=$114067.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:41:47: Price=$4116.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:42:26: Price=$114067.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:42:47: Price=$4116.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:43:26: Price=$114067.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:43:47: Price=$4116.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:44:28: Price=$113995.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:44:48: Price=$4114.45, Position=No position, Balance=1001.97 USDC
2025-10-28 10:45:28: Price=$113995.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:45:48: Price=$4114.45, Position=No position, Balance=1001.97 USDC
2025-10-28 10:46:28: Price=$113995.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:46:48: Price=$4114.45, Position=No position, Balance=1001.97 USDC
2025-10-28 10:47:29: Price=$113937.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:47:50: Price=$4109.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:48:29: Price=$113937.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:48:50: Price=$4109.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:49:29: Price=$113937.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:49:50: Price=$4109.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:50:31: Price=$113649.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:50:51: Price=$4090.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:51:31: Price=$113649.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:51:51: Price=$4090.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:52:31: Price=$113649.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:52:51: Price=$4090.75, Position=No position, Balance=1001.97 USDC
2025-10-28 10:53:32: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:53:53: Price=$4094.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:54:32: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:54:53: Price=$4094.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:55:32: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:55:53: Price=$4094.95, Position=No position, Balance=1001.97 USDC
2025-10-28 10:56:34: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:56:55: Price=$4096.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:57:34: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:57:55: Price=$4096.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:58:34: Price=$113909.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:58:55: Price=$4096.55, Position=No position, Balance=1001.97 USDC
2025-10-28 10:59:36: Price=$113964.50, Position=No position, Balance=1001.97 USDC
2025-10-28 10:59:56: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:00:36: Price=$113964.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:00:56: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:01:36: Price=$113964.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:01:56: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:02:37: Price=$113969.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:02:58: Price=$4092.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:03:37: Price=$113969.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:03:58: Price=$4092.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:04:37: Price=$113969.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:04:58: Price=$4092.00, Position=No position, Balance=1001.97 USDC
2025-10-28 11:05:39: Price=$114089.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:05:59: Price=$4098.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:06:39: Price=$114089.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:06:59: Price=$4098.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:07:39: Price=$114089.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:07:59: Price=$4098.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:08:40: Price=$114104.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:09:01: Price=$4098.45, Position=No position, Balance=1001.97 USDC
2025-10-28 11:09:40: Price=$114104.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:10:01: Price=$4098.45, Position=No position, Balance=1001.97 USDC
2025-10-28 11:10:40: Price=$114104.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:11:01: Price=$4098.45, Position=No position, Balance=1001.97 USDC
2025-10-28 11:11:42: Price=$113960.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:12:03: Price=$4092.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:12:42: Price=$113960.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:13:03: Price=$4092.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:13:42: Price=$113960.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:14:03: Price=$4092.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:14:44: Price=$113804.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:15:04: Price=$4073.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:15:44: Price=$113804.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:16:04: Price=$4073.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:16:44: Price=$113804.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:17:04: Price=$4073.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:17:45: Price=$113777.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:18:06: Price=$4081.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:18:45: Price=$113777.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:19:06: Price=$4081.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:19:45: Price=$113777.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:20:06: Price=$4081.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:20:47: Price=$113847.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:21:08: Price=$4081.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:21:47: Price=$113847.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:22:08: Price=$4081.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:22:47: Price=$113847.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:23:08: Price=$4081.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:23:48: Price=$113917.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:24:09: Price=$4089.05, Position=No position, Balance=1001.97 USDC
2025-10-28 11:24:48: Price=$113917.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:25:09: Price=$4089.05, Position=No position, Balance=1001.97 USDC
2025-10-28 11:25:48: Price=$113917.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:26:09: Price=$4089.05, Position=No position, Balance=1001.97 USDC
2025-10-28 11:26:50: Price=$113986.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:27:11: Price=$4094.75, Position=No position, Balance=1001.97 USDC
2025-10-28 11:27:50: Price=$113986.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:28:11: Price=$4094.75, Position=No position, Balance=1001.97 USDC
2025-10-28 11:28:50: Price=$113986.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:29:11: Price=$4094.75, Position=No position, Balance=1001.97 USDC
2025-10-28 11:29:52: Price=$113957.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:30:12: Price=$4095.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:30:52: Price=$113957.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:31:12: Price=$4095.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:31:52: Price=$113957.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:32:12: Price=$4095.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:32:53: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:33:14: Price=$4093.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:33:53: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:34:14: Price=$4093.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:34:53: Price=$113863.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:35:14: Price=$4093.15, Position=No position, Balance=1001.97 USDC
2025-10-28 11:35:55: Price=$113862.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:36:16: Price=$4080.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:36:55: Price=$113862.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:37:16: Price=$4080.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:37:55: Price=$113862.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:38:16: Price=$4080.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:38:56: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:39:17: Price=$4089.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:39:57: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:40:17: Price=$4089.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:40:57: Price=$113910.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:41:17: Price=$4089.35, Position=No position, Balance=1001.97 USDC
2025-10-28 11:41:58: Price=$113768.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:42:19: Price=$4085.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:42:58: Price=$113768.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:43:19: Price=$4085.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:43:58: Price=$113768.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:44:19: Price=$4085.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:45:00: Price=$113824.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:45:20: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 11:46:00: Price=$113824.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:46:20: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 11:47:00: Price=$113824.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:47:20: Price=$4089.95, Position=No position, Balance=1001.97 USDC
2025-10-28 11:48:01: Price=$113846.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:48:22: Price=$4088.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:49:01: Price=$113846.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:49:22: Price=$4088.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:50:01: Price=$113846.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:50:22: Price=$4088.25, Position=No position, Balance=1001.97 USDC
2025-10-28 11:51:04: Price=$113782.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:51:23: Price=$4087.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:52:04: Price=$113782.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:52:24: Price=$4087.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:53:04: Price=$113782.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:53:24: Price=$4087.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:54:05: Price=$113894.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:54:25: Price=$4089.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:55:05: Price=$113894.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:55:25: Price=$4089.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:56:05: Price=$113894.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:56:25: Price=$4089.55, Position=No position, Balance=1001.97 USDC
2025-10-28 11:57:06: Price=$113897.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:57:27: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:58:06: Price=$113897.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:58:27: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 11:59:06: Price=$113897.50, Position=No position, Balance=1001.97 USDC
2025-10-28 11:59:27: Price=$4094.85, Position=No position, Balance=1001.97 USDC
2025-10-28 12:00:08: Price=$113877.50, Position=No position, Balance=1001.97 USDC
