2025-10-27 16:36:18: Price=$4178.15, Position=No position, Balance=1001.97 USDC
2025-10-27 21:29:20: Price=$4165.05, Position=No position, Balance=1001.97 USDC
2025-10-27 21:30:24: Price=$4167.95, Position=No position, Balance=1001.97 USDC
2025-10-27 21:31:24: Price=$4167.95, Position=No position, Balance=1001.97 USDC
2025-10-27 21:32:24: Price=$4167.95, Position=No position, Balance=1001.97 USDC
2025-10-27 21:33:25: Price=$4155.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:34:25: Price=$4155.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:35:25: Price=$4155.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:36:27: Price=$4146.15, Position=No position, Balance=1001.97 USDC
2025-10-27 21:37:27: Price=$4146.15, Position=No position, Balance=1001.97 USDC
2025-10-27 21:38:27: Price=$4146.15, Position=No position, Balance=1001.97 USDC
2025-10-27 21:39:29: Price=$4146.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:40:29: Price=$4146.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:41:29: Price=$4146.85, Position=No position, Balance=1001.97 USDC
2025-10-27 21:42:30: Price=$4136.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:43:30: Price=$4136.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:44:30: Price=$4136.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:45:32: Price=$4149.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:46:32: Price=$4149.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:47:32: Price=$4149.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:48:33: Price=$4152.75, Position=No position, Balance=1001.97 USDC
2025-10-27 21:49:33: Price=$4152.75, Position=No position, Balance=1001.97 USDC
2025-10-27 21:50:33: Price=$4152.75, Position=No position, Balance=1001.97 USDC
2025-10-27 21:51:35: Price=$4167.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:52:35: Price=$4167.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:53:35: Price=$4167.35, Position=No position, Balance=1001.97 USDC
2025-10-27 21:54:39: Price=$4184.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:55:39: Price=$4184.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:56:39: Price=$4184.65, Position=No position, Balance=1001.97 USDC
2025-10-27 21:57:43: Price=$4179.95, Position=No position, Balance=1001.97 USDC
2025-10-27 21:58:43: Price=$4179.95, Position=No position, Balance=1001.97 USDC
2025-10-27 21:59:43: Price=$4179.95, Position=No position, Balance=1001.97 USDC
2025-10-27 22:00:45: Price=$4182.55, Position=No position, Balance=1001.97 USDC
2025-10-27 22:01:45: Price=$4182.55, Position=No position, Balance=1001.97 USDC
2025-10-27 22:02:45: Price=$4182.55, Position=No position, Balance=1001.97 USDC
2025-10-27 22:03:48: Price=$4169.25, Position=No position, Balance=1001.97 USDC
2025-10-27 22:04:48: Price=$4169.25, Position=No position, Balance=1001.97 USDC
2025-10-27 22:05:48: Price=$4169.25, Position=No position, Balance=1001.97 USDC
2025-10-27 22:06:52: Price=$4155.75, Position=No position, Balance=1001.97 USDC
2025-10-27 22:07:52: Price=$4155.75, Position=No position, Balance=1001.97 USDC
2025-10-27 22:08:52: Price=$4155.75, Position=No position, Balance=1001.97 USDC
2025-10-27 22:09:54: Price=$4154.65, Position=No position, Balance=1001.97 USDC
2025-10-27 22:10:54: Price=$4154.65, Position=No position, Balance=1001.97 USDC
2025-10-27 22:11:54: Price=$4154.65, Position=No position, Balance=1001.97 USDC
2025-10-27 22:12:56: Price=$4146.65, Position=No position, Balance=1001.97 USDC
2025-10-27 22:13:56: Price=$4146.65, Position=No position, Balance=1001.97 USDC
2025-10-27 22:14:56: Price=$4146.65, Position=No position, Balance=1001.97 USDC
