2025-10-31 07:51:58: Price=$4033.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:30:05: Price=$3936.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:31:06: Price=$3937.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:32:06: Price=$3937.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:33:06: Price=$3937.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:34:09: Price=$3929.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:35:09: Price=$3929.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:36:09: Price=$3929.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:37:11: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:38:11: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:39:11: Price=$3923.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:40:12: Price=$3921.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:41:12: Price=$3921.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:42:12: Price=$3921.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:43:14: Price=$3917.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:44:14: Price=$3917.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:45:14: Price=$3917.15, Position=No position, Balance=1001.97 USDC
2025-11-05 02:46:16: Price=$3923.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:47:16: Price=$3923.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:48:16: Price=$3923.55, Position=No position, Balance=1001.97 USDC
2025-11-05 02:49:18: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:50:18: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:51:18: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 02:52:20: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:53:20: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:54:20: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 02:55:22: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 02:56:22: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 02:57:22: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 02:58:24: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 02:59:24: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 03:00:24: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 03:01:26: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 03:02:26: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 03:03:26: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 03:04:28: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:05:28: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:06:28: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:07:30: Price=$3929.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:08:30: Price=$3929.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:09:30: Price=$3929.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:10:32: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:11:32: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:12:32: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:13:33: Price=$3933.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:14:33: Price=$3933.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:15:33: Price=$3933.25, Position=No position, Balance=1001.97 USDC
2025-11-05 03:16:35: Price=$3931.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:17:35: Price=$3931.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:18:35: Price=$3931.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:19:37: Price=$3933.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:20:37: Price=$3933.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:21:37: Price=$3933.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:22:39: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 03:23:39: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 03:24:39: Price=$3933.40, Position=No position, Balance=1001.97 USDC
2025-11-05 03:25:40: Price=$3935.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:26:40: Price=$3935.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:27:40: Price=$3935.80, Position=No position, Balance=1001.97 USDC
2025-11-05 03:28:42: Price=$3934.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:29:42: Price=$3934.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:30:42: Price=$3934.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:31:43: Price=$3931.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:32:44: Price=$3931.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:33:43: Price=$3931.35, Position=No position, Balance=1001.97 USDC
2025-11-05 03:34:45: Price=$3932.90, Position=No position, Balance=1001.97 USDC
2025-11-05 03:35:45: Price=$3932.90, Position=No position, Balance=1001.97 USDC
2025-11-05 03:36:45: Price=$3932.90, Position=No position, Balance=1001.97 USDC
2025-11-05 03:37:46: Price=$3932.50, Position=No position, Balance=1001.97 USDC
2025-11-05 03:38:46: Price=$3932.50, Position=No position, Balance=1001.97 USDC
2025-11-05 03:39:46: Price=$3932.50, Position=No position, Balance=1001.97 USDC
2025-11-05 03:40:48: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 03:41:48: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 03:42:48: Price=$3932.15, Position=No position, Balance=1001.97 USDC
2025-11-05 03:43:49: Price=$3926.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:44:49: Price=$3926.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:45:49: Price=$3926.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:46:51: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:47:51: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:48:51: Price=$3927.45, Position=No position, Balance=1001.97 USDC
2025-11-05 03:49:52: Price=$3927.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:50:52: Price=$3927.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:51:52: Price=$3927.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:52:54: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 03:53:54: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 03:54:54: Price=$3927.75, Position=No position, Balance=1001.97 USDC
2025-11-05 03:55:55: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 03:56:55: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 03:57:55: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 03:58:57: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 03:59:57: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 04:00:57: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 04:01:59: Price=$3929.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:02:59: Price=$3929.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:03:59: Price=$3929.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:05:01: Price=$3922.35, Position=No position, Balance=1001.97 USDC
2025-11-05 04:06:01: Price=$3922.35, Position=No position, Balance=1001.97 USDC
2025-11-05 04:07:01: Price=$3922.35, Position=No position, Balance=1001.97 USDC
2025-11-05 04:08:02: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:09:02: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:10:02: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 04:11:04: Price=$3924.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:12:04: Price=$3924.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:13:04: Price=$3924.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:14:06: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:15:06: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:16:06: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:17:08: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 04:18:08: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 04:19:08: Price=$3924.90, Position=No position, Balance=1001.97 USDC
2025-11-05 04:20:10: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 04:21:10: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 04:22:10: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 04:23:12: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:24:12: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:25:12: Price=$3922.80, Position=No position, Balance=1001.97 USDC
2025-11-05 04:26:14: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:27:14: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:28:14: Price=$3923.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:29:16: Price=$3926.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:30:16: Price=$3926.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:31:16: Price=$3926.60, Position=No position, Balance=1001.97 USDC
2025-11-05 04:32:17: Price=$3928.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:33:17: Price=$3928.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:34:17: Price=$3928.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:35:19: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 04:36:19: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 04:37:19: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 04:38:20: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 04:39:20: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 04:40:20: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 04:41:22: Price=$3931.55, Position=No position, Balance=1001.97 USDC
2025-11-05 04:42:22: Price=$3931.55, Position=No position, Balance=1001.97 USDC
2025-11-05 04:43:22: Price=$3931.55, Position=No position, Balance=1001.97 USDC
2025-11-05 04:44:24: Price=$3934.25, Position=No position, Balance=1001.97 USDC
2025-11-05 04:45:24: Price=$3934.25, Position=No position, Balance=1001.97 USDC
2025-11-05 04:46:24: Price=$3934.25, Position=No position, Balance=1001.97 USDC
2025-11-05 04:47:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 04:48:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 04:49:26: Price=$3931.30, Position=No position, Balance=1001.97 USDC
2025-11-05 04:50:28: Price=$3929.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:51:28: Price=$3929.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:52:28: Price=$3929.50, Position=No position, Balance=1001.97 USDC
2025-11-05 04:53:30: Price=$3927.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:54:30: Price=$3927.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:55:30: Price=$3927.15, Position=No position, Balance=1001.97 USDC
2025-11-05 04:56:33: Price=$3930.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:03:11: Price=$3925.65, Position=No position, Balance=1001.97 USDC
2025-11-05 05:04:11: Price=$3925.65, Position=No position, Balance=1001.97 USDC
2025-11-05 05:05:11: Price=$3925.65, Position=No position, Balance=1001.97 USDC
2025-11-05 05:06:13: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:07:13: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:08:13: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:09:14: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:10:14: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:11:14: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:12:16: Price=$3925.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:13:16: Price=$3925.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:14:16: Price=$3925.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:15:18: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:16:18: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:17:18: Price=$3923.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:18:20: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:19:20: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:20:20: Price=$3925.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:21:21: Price=$3924.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:22:21: Price=$3924.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:23:21: Price=$3924.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:24:23: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:25:23: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:26:23: Price=$3924.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:27:25: Price=$3921.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:28:25: Price=$3921.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:29:25: Price=$3921.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:30:27: Price=$3924.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:31:27: Price=$3924.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:32:27: Price=$3924.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:33:28: Price=$3922.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:34:28: Price=$3922.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:35:28: Price=$3922.45, Position=No position, Balance=1001.97 USDC
2025-11-05 05:36:30: Price=$3920.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:37:30: Price=$3920.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:38:30: Price=$3920.15, Position=No position, Balance=1001.97 USDC
2025-11-05 05:39:32: Price=$3920.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:40:32: Price=$3920.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:41:32: Price=$3920.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:42:34: Price=$3921.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:43:34: Price=$3921.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:44:34: Price=$3921.25, Position=No position, Balance=1001.97 USDC
2025-11-05 05:45:36: Price=$3920.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:46:36: Price=$3920.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:47:36: Price=$3920.95, Position=No position, Balance=1001.97 USDC
2025-11-05 05:48:37: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:49:38: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:50:38: Price=$3921.00, Position=No position, Balance=1001.97 USDC
2025-11-05 05:51:39: Price=$3920.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:52:39: Price=$3920.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:53:39: Price=$3920.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:54:41: Price=$3922.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:55:41: Price=$3922.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:56:41: Price=$3922.05, Position=No position, Balance=1001.97 USDC
2025-11-05 05:57:43: Price=$3922.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:58:43: Price=$3922.85, Position=No position, Balance=1001.97 USDC
2025-11-05 05:59:43: Price=$3922.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:00:45: Price=$3923.35, Position=No position, Balance=1001.97 USDC
2025-11-05 06:01:45: Price=$3923.35, Position=No position, Balance=1001.97 USDC
2025-11-05 06:02:45: Price=$3923.35, Position=No position, Balance=1001.97 USDC
2025-11-05 06:03:46: Price=$3925.10, Position=No position, Balance=1001.97 USDC
2025-11-05 06:04:46: Price=$3925.10, Position=No position, Balance=1001.97 USDC
2025-11-05 06:05:46: Price=$3925.10, Position=No position, Balance=1001.97 USDC
2025-11-05 06:06:48: Price=$3928.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:07:48: Price=$3928.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:08:48: Price=$3928.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:09:50: Price=$3930.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:10:50: Price=$3930.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:11:50: Price=$3930.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:12:52: Price=$3930.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:13:52: Price=$3930.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:14:52: Price=$3930.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:15:53: Price=$3931.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:16:53: Price=$3931.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:17:53: Price=$3931.15, Position=No position, Balance=1001.97 USDC
2025-11-05 06:18:55: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:19:55: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:20:55: Price=$3928.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:21:56: Price=$3928.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:22:56: Price=$3928.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:23:56: Price=$3928.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:24:58: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 06:25:58: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 06:26:58: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 06:27:59: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:28:59: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:30:00: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 06:31:01: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:32:01: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:33:01: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:34:03: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:35:03: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:36:03: Price=$3930.85, Position=No position, Balance=1001.97 USDC
2025-11-05 06:37:05: Price=$3929.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:38:05: Price=$3929.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:39:05: Price=$3929.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:40:06: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 06:41:06: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 06:42:06: Price=$3924.65, Position=No position, Balance=1001.97 USDC
2025-11-05 06:43:08: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 06:44:08: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 06:45:08: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 06:46:09: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 06:47:09: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 06:48:09: Price=$3927.70, Position=No position, Balance=1001.97 USDC
2025-11-05 06:49:11: Price=$3926.20, Position=No position, Balance=1001.97 USDC
2025-11-05 06:50:11: Price=$3926.20, Position=No position, Balance=1001.97 USDC
2025-11-05 06:51:11: Price=$3926.20, Position=No position, Balance=1001.97 USDC
2025-11-05 06:52:12: Price=$3925.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:53:13: Price=$3925.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:54:13: Price=$3925.45, Position=No position, Balance=1001.97 USDC
2025-11-05 06:55:14: Price=$3925.40, Position=No position, Balance=1001.97 USDC
2025-11-05 06:56:14: Price=$3925.40, Position=No position, Balance=1001.97 USDC
2025-11-05 06:57:14: Price=$3925.40, Position=No position, Balance=1001.97 USDC
2025-11-05 06:58:16: Price=$3924.55, Position=No position, Balance=1001.97 USDC
2025-11-05 06:59:16: Price=$3924.55, Position=No position, Balance=1001.97 USDC
2025-11-05 07:00:16: Price=$3924.55, Position=No position, Balance=1001.97 USDC
2025-11-05 07:01:17: Price=$3926.40, Position=No position, Balance=1001.97 USDC
2025-11-05 07:02:17: Price=$3926.40, Position=No position, Balance=1001.97 USDC
2025-11-05 07:03:17: Price=$3926.40, Position=No position, Balance=1001.97 USDC
2025-11-05 07:04:19: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:05:19: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:06:19: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:07:20: Price=$3926.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:08:20: Price=$3926.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:09:20: Price=$3926.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:10:22: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:11:22: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:12:22: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:13:24: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 07:14:24: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 07:15:24: Price=$3928.85, Position=No position, Balance=1001.97 USDC
2025-11-05 07:16:25: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:17:25: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:18:25: Price=$3927.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:19:27: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:20:27: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:21:27: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:22:29: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:23:29: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:24:29: Price=$3930.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:25:30: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:26:30: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:27:30: Price=$3929.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:28:31: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 07:29:31: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 07:30:31: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 07:31:33: Price=$3928.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:32:33: Price=$3928.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:33:33: Price=$3928.25, Position=No position, Balance=1001.97 USDC
2025-11-05 07:34:35: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:35:35: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:36:35: Price=$3926.95, Position=No position, Balance=1001.97 USDC
2025-11-05 07:37:36: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:38:36: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:39:36: Price=$3927.35, Position=No position, Balance=1001.97 USDC
2025-11-05 07:40:38: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:41:38: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:42:38: Price=$3928.20, Position=No position, Balance=1001.97 USDC
2025-11-05 07:43:39: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:44:39: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:45:39: Price=$3930.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:46:41: Price=$3928.30, Position=No position, Balance=1001.97 USDC
2025-11-05 07:47:41: Price=$3928.30, Position=No position, Balance=1001.97 USDC
2025-11-05 07:48:41: Price=$3928.30, Position=No position, Balance=1001.97 USDC
2025-11-05 07:49:43: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:50:43: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:51:43: Price=$3925.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:52:45: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 07:53:45: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 07:54:45: Price=$3929.75, Position=No position, Balance=1001.97 USDC
2025-11-05 07:55:46: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:56:46: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:57:46: Price=$3927.05, Position=No position, Balance=1001.97 USDC
2025-11-05 07:58:48: Price=$3928.10, Position=No position, Balance=1001.97 USDC
2025-11-05 07:59:48: Price=$3928.10, Position=No position, Balance=1001.97 USDC
2025-11-05 08:00:48: Price=$3928.10, Position=No position, Balance=1001.97 USDC
2025-11-05 08:01:50: Price=$3928.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:02:50: Price=$3928.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:03:50: Price=$3928.75, Position=No position, Balance=1001.97 USDC
2025-11-05 08:04:51: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:05:51: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:06:51: Price=$3932.05, Position=No position, Balance=1001.97 USDC
2025-11-05 08:07:53: Price=$3931.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:08:53: Price=$3931.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:09:53: Price=$3931.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:10:54: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:11:54: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:12:54: Price=$3928.65, Position=No position, Balance=1001.97 USDC
2025-11-05 08:13:56: Price=$3930.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:14:56: Price=$3930.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:15:56: Price=$3930.25, Position=No position, Balance=1001.97 USDC
2025-11-05 08:16:57: Price=$3932.20, Position=No position, Balance=1001.97 USDC
2025-11-05 08:17:57: Price=$3932.20, Position=No position, Balance=1001.97 USDC
