2025-10-29 11:24:58: Price=$112479.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:43:48: Price=$113097.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:44:08: Price=$113117.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:44:48: Price=$113097.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:45:08: Price=$113117.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:45:50: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:46:11: Price=$113159.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:46:50: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:47:11: Price=$113159.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:47:50: Price=$113131.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:48:11: Price=$113159.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:48:51: Price=$113090.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:49:13: Price=$113114.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:49:51: Price=$113090.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:50:13: Price=$113114.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:50:51: Price=$113090.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:51:13: Price=$113114.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:51:53: Price=$113082.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:52:16: Price=$113121.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:52:53: Price=$113082.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:53:16: Price=$113121.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:53:53: Price=$113082.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:54:16: Price=$113121.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:54:54: Price=$113019.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:55:19: Price=$113013.00, Position=No position, Balance=1001.97 USDC
2025-10-29 16:55:54: Price=$113019.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:56:19: Price=$113013.00, Position=No position, Balance=1001.97 USDC
2025-10-29 16:56:54: Price=$113019.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:57:19: Price=$113013.00, Position=No position, Balance=1001.97 USDC
2025-10-29 16:57:56: Price=$113013.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:58:24: Price=$113036.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:58:56: Price=$113013.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:59:24: Price=$113036.50, Position=No position, Balance=1001.97 USDC
2025-10-29 16:59:56: Price=$113013.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:00:24: Price=$113036.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:00:57: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:01:27: Price=$113071.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:01:57: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:02:27: Price=$113071.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:02:57: Price=$113058.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:03:27: Price=$113071.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:03:59: Price=$113051.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:04:31: Price=$113057.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:04:59: Price=$113051.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:05:31: Price=$113057.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:05:59: Price=$113051.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:06:31: Price=$113057.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:07:01: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:07:35: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:08:01: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:08:35: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:09:01: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:09:35: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:10:02: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:10:38: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:11:02: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:11:38: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:12:02: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:12:38: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:13:04: Price=$112886.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:13:40: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:14:04: Price=$112886.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:14:40: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:15:04: Price=$112886.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:15:40: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:16:06: Price=$112939.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:16:42: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:17:06: Price=$112939.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:17:42: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:18:06: Price=$112939.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:18:42: Price=$112890.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:19:07: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:19:43: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:20:07: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:20:43: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:21:07: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:21:43: Price=$113033.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:22:09: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:22:45: Price=$112928.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:23:09: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:23:45: Price=$112928.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:24:09: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:24:45: Price=$112928.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:25:10: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:25:46: Price=$113004.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:26:10: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:26:46: Price=$113004.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:27:10: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:27:46: Price=$113004.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:28:12: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:28:48: Price=$112969.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:29:12: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:29:48: Price=$112969.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:30:12: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:30:48: Price=$112969.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:31:13: Price=$112881.00, Position=No position, Balance=1001.97 USDC
2025-10-29 17:31:49: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:32:13: Price=$112881.00, Position=No position, Balance=1001.97 USDC
2025-10-29 17:32:49: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:33:14: Price=$112881.00, Position=No position, Balance=1001.97 USDC
2025-10-29 17:33:49: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:34:15: Price=$112840.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:34:51: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:35:15: Price=$112840.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:35:51: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:36:15: Price=$112840.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:36:51: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:37:17: Price=$112926.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:37:53: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:38:17: Price=$112926.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:38:53: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:39:17: Price=$112926.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:39:53: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:40:18: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:40:54: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:41:18: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:41:54: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:42:18: Price=$112846.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:42:54: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:43:20: Price=$112900.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:43:55: Price=$112925.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:44:20: Price=$112900.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:44:55: Price=$112925.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:45:20: Price=$112900.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:45:55: Price=$112925.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:46:21: Price=$112895.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:46:57: Price=$112904.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:47:21: Price=$112895.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:47:57: Price=$112904.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:48:21: Price=$112895.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:48:57: Price=$112904.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:49:22: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:49:59: Price=$112902.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:50:22: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:50:59: Price=$112902.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:51:22: Price=$112881.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:51:59: Price=$112902.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:52:24: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:53:00: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:53:24: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:54:00: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:54:24: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:55:00: Price=$113015.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:55:25: Price=$112997.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:56:02: Price=$113020.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:56:25: Price=$112997.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:57:02: Price=$113020.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:57:25: Price=$112997.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:58:02: Price=$113020.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:58:27: Price=$113008.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:59:03: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 17:59:27: Price=$113008.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:00:03: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:00:27: Price=$113008.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:01:03: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:01:28: Price=$112975.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:02:05: Price=$112953.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:02:28: Price=$112975.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:03:05: Price=$112953.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:03:28: Price=$112975.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:04:05: Price=$112953.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:04:30: Price=$113074.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:05:06: Price=$113078.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:05:30: Price=$113074.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:06:06: Price=$113078.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:06:30: Price=$113074.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:07:06: Price=$113078.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:07:31: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:08:08: Price=$113045.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:08:31: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:09:08: Price=$113045.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:09:31: Price=$113061.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:10:08: Price=$113045.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:10:33: Price=$113001.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:11:10: Price=$112985.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:11:33: Price=$113001.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:12:10: Price=$112985.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:12:33: Price=$113001.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:13:10: Price=$112985.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:13:36: Price=$112897.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:14:12: Price=$112908.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:14:36: Price=$112897.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:15:12: Price=$112908.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:15:36: Price=$112897.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:16:12: Price=$112908.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:16:38: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:17:14: Price=$112944.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:17:38: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:18:14: Price=$112944.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:18:38: Price=$112892.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:19:14: Price=$112944.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:19:39: Price=$112998.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:20:16: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:20:39: Price=$112998.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:21:16: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:21:39: Price=$112998.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:22:16: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:22:41: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:23:17: Price=$113007.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:23:41: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:24:17: Price=$113007.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:24:41: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:25:17: Price=$113007.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:25:42: Price=$113041.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:26:19: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:26:42: Price=$113041.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:27:19: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:27:42: Price=$113041.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:28:19: Price=$113054.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:28:44: Price=$113021.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:29:20: Price=$113037.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:29:44: Price=$113021.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:30:20: Price=$113037.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:30:44: Price=$113021.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:31:20: Price=$113037.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:31:46: Price=$113002.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:32:22: Price=$113003.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:32:46: Price=$113002.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:33:22: Price=$113003.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:33:46: Price=$113002.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:34:22: Price=$113003.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:34:47: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:35:23: Price=$113063.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:35:47: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:36:23: Price=$113063.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:36:47: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:37:23: Price=$113063.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:37:49: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:38:25: Price=$113150.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:38:49: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:39:25: Price=$113150.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:39:49: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:40:25: Price=$113150.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:40:50: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:41:27: Price=$113110.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:41:50: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:42:27: Price=$113110.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:42:50: Price=$113151.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:43:27: Price=$113110.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:43:52: Price=$113053.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:44:28: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:44:52: Price=$113053.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:45:28: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:45:52: Price=$113053.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:46:28: Price=$113039.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:46:53: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:47:30: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:47:53: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:48:30: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:48:53: Price=$113064.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:49:30: Price=$113049.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:49:55: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:50:31: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:50:55: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:51:31: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:51:55: Price=$112994.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:52:31: Price=$112962.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:52:56: Price=$112784.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:53:33: Price=$112854.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:53:56: Price=$112784.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:54:33: Price=$112854.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:54:56: Price=$112784.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:55:33: Price=$112854.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:55:58: Price=$112875.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:56:36: Price=$112884.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:56:58: Price=$112875.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:57:36: Price=$112884.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:57:58: Price=$112875.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:58:36: Price=$112884.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:58:59: Price=$112869.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:59:38: Price=$112855.50, Position=No position, Balance=1001.97 USDC
2025-10-29 18:59:59: Price=$112869.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:00:38: Price=$112855.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:00:59: Price=$112869.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:01:38: Price=$112855.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:02:02: Price=$112816.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:02:40: Price=$112757.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:03:02: Price=$112816.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:03:40: Price=$112757.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:04:02: Price=$112816.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:04:40: Price=$112757.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:05:04: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:05:41: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:06:04: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:06:41: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:07:04: Price=$112871.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:07:41: Price=$112883.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:08:06: Price=$112930.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:08:44: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:09:06: Price=$112930.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:09:44: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:10:06: Price=$112930.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:10:44: Price=$112990.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:11:08: Price=$113065.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:11:46: Price=$113023.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:12:08: Price=$113065.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:12:46: Price=$113023.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:13:08: Price=$113065.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:13:46: Price=$113023.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:14:10: Price=$112981.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:14:48: Price=$113026.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:15:10: Price=$112981.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:15:48: Price=$113026.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:16:10: Price=$112981.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:16:48: Price=$113026.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:17:12: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:17:51: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:18:12: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:18:51: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:19:12: Price=$113006.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:19:51: Price=$113027.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:20:14: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:20:52: Price=$113137.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:21:14: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:21:52: Price=$113137.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:22:14: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:22:52: Price=$113137.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:23:16: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:23:54: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:24:16: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:24:54: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:25:16: Price=$113129.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:25:54: Price=$113140.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:26:18: Price=$113079.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:26:56: Price=$113059.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:27:18: Price=$113079.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:27:56: Price=$113059.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:28:18: Price=$113079.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:28:56: Price=$113059.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:29:20: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:29:59: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:30:20: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:30:59: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:31:20: Price=$113072.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:31:59: Price=$113133.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:32:23: Price=$113190.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:33:01: Price=$113195.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:33:23: Price=$113190.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:34:01: Price=$113195.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:34:23: Price=$113190.50, Position=No position, Balance=1001.97 USDC
2025-10-29 19:35:01: Price=$113195.50, Position=No position, Balance=1001.97 USDC
